Z,O,C,CO,H2O,OH,O2,CH
1e-05,0.9976174059419218,0.9999991387450509,6.321651342654806e-07,0.00011865666637019344,0.002263936754926787,6.367810524285455e-10,2.2908981487056456e-07
2.782559402207126e-05,0.9974404228181629,0.9999977286928681,2.0367452780109526e-06,0.0001287756894189687,0.002430799601619725,1.8907982802281843e-09,2.345618537097696e-07
7.742636826811278e-05,0.9969283947252772,0.9999914308777629,8.318282026236394e-06,0.00015828810771343667,0.0029133109690553296,6.197954199649655e-09,2.5084021078797734e-07
0.00021544346900318823,0.9953576301326715,0.9999411785303434,5.8517672454316124e-05,0.00025015392268010824,0.0043921911818585475,2.476278979558295e-08,3.037972023313236e-07
0.0005994842503189409,0.9898318395904394,0.9988237641448341,0.0011757339272991164,0.000578020407990826,0.009590009735381884,1.302661876200229e-07,5.019278667428008e-07
0.0016681005372000592,0.9642395299314473,0.9113289743304328,0.08866982691212395,0.0021081038806935394,0.03365158382090014,7.82366959061491e-07,1.1987574433179082e-06
0.004641588833612777,0.8511790144157486,0.8275193332493752,0.17247718633283504,0.009321296997918518,0.139496907845573,2.7807407600152457e-06,3.480417789710276e-06
0.012915496650148827,0.8709470804215381,0.9893103668454337,0.010675071697120606,0.00988973148194368,0.11916160024517906,1.5878513390208595e-06,1.4561457445824796e-05
0.03593813663804626,0.9752810295047214,0.9997334060384679,0.000220082704966994,0.002432277150275422,0.02228657838387878,1.1496112438672419e-07,4.651125656491116e-05
0.1,0.9952043959700148,0.9998431931048759,2.3279563063034734e-05,0.00047455275700486823,0.004321046059258198,5.2137221045156504e-09,0.00013352733206108242
